NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
12540,"SUNFLOWER SD BUTTER,SALT",0.62,617.0,17.28,55.2,3.58,23.32,5.7,10.54,64.0,4.12,311.0,666.0,576.0,331.0,4.89,1.597,2.073,104.4,2.7,0.053,0.163,6.747,0.55,0.0,0.0
12563,"ALMONDS,DRY RSTD,SALT",2.41,598.0,20.96,52.54,3.07,21.01,10.9,4.86,268.0,3.73,279.0,471.0,713.0,498.0,3.31,1.099,2.232,2.0,0.0,0.077,1.197,3.637,0.136,0.0,0.0
12565,"ALMONDS,OIL RSTD,SALT",2.8,607.0,21.23,55.17,3.13,17.68,10.5,4.55,291.0,3.68,274.0,466.0,699.0,339.0,3.07,0.955,2.46,4.1,0.0,0.092,0.781,3.665,0.118,0.0,0.0
12585,"CASHEW NUTS,DRY RSTD,SALT",1.7,574.0,15.31,46.35,3.95,32.69,3.0,5.01,45.0,6.0,260.0,490.0,565.0,640.0,5.6,2.22,0.826,11.7,0.0,0.2,0.2,1.4,0.256,0.0,0.0
12586,"CASHEW NUTS,OIL RSTD,SALT",2.34,581.0,16.84,47.77,2.89,30.16,3.3,5.01,43.0,6.05,273.0,531.0,632.0,308.0,5.35,2.043,1.668,20.3,0.3,0.363,0.218,1.736,0.323,0.0,0.0
12632,"MACADAMIA NUTS,DRY RSTD,SALT",1.61,716.0,7.79,76.08,1.7,12.83,8.0,4.14,70.0,2.65,118.0,198.0,363.0,353.0,1.29,0.57,3.036,11.7,0.7,0.71,0.087,2.274,0.359,0.0,0.0
12635,"MIXED NUTS,DRY RSTD,PNUTS,SALT",1.75,594.0,17.3,51.45,4.15,25.35,9.0,4.8,70.0,3.7,225.0,435.0,693.0,345.0,3.8,1.279,1.937,7.5,0.4,0.2,0.2,4.7,0.296,0.0,0.0
12637,"NUTS,MXD NUTS,OIL RSTD, PNUTS, SALT ADDED",2.08,607.0,20.04,53.95,2.88,21.05,7.0,4.15,117.0,2.61,229.0,456.0,632.0,273.0,3.36,0.907,2.04,33.9,0.5,0.189,0.196,7.709,0.352,0.0,0.0
12638,"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS, SALT ADDED",3.15,615.0,15.52,56.17,2.89,22.27,5.5,4.38,106.0,2.57,251.0,449.0,544.0,306.0,4.66,1.795,1.547,421.5,0.5,0.504,0.486,1.964,0.18,0.0,0.0
12643,"PECANS,DRY RSTD,SALT",1.12,710.0,9.5,74.27,1.56,13.55,9.4,4.06,72.0,2.8,132.0,293.0,424.0,383.0,5.07,1.167,3.933,4.0,0.7,0.45,0.107,1.167,0.187,0.0,0.0
12644,"PECANS,OIL RSTD,SALT",1.13,715.0,9.2,75.23,1.42,13.01,9.5,3.97,67.0,2.47,121.0,263.0,392.0,393.0,4.47,1.2,3.7,6.0,0.7,0.473,0.11,1.2,0.187,0.0,0.0
12652,"PISTACHIO NUTS,DRY RSTD,SALT",1.79,569.0,21.05,45.82,3.79,27.55,10.3,7.74,107.0,4.03,109.0,469.0,1007.0,428.0,2.34,1.293,1.243,10.0,3.0,0.695,0.234,1.373,1.122,0.0,0.0
12695,"ALMOND BUTTER,PLN,SALT",1.64,614.0,20.96,55.5,3.09,18.82,10.3,6.27,347.0,3.49,279.0,508.0,748.0,227.0,3.29,0.934,2.131,2.4,0.0,0.041,0.939,3.155,0.103,0.0,0.0
12737,"NUTS,MXD NUTS,OIL RSTD, PNUTS,LIGHTLY SALTED",2.08,607.0,20.04,53.95,2.88,21.05,7.0,4.15,117.0,2.61,229.0,456.0,632.0,161.0,3.36,0.907,2.04,33.9,0.5,0.189,0.196,7.709,0.352,0.0,0.0
13000,"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",73.42,117.0,23.07,2.69,1.69,0.0,0.0,0.0,9.0,1.85,23.0,212.0,342.0,55.0,3.61,0.068,0.009,21.1,0.0,0.052,0.124,6.703,0.651,0.0,1.27
13019,"BEEF,RTL CUTS,FAT,RAW",20.21,674.0,8.21,70.89,0.28,0.0,0.0,0.0,26.0,0.72,5.0,61.0,96.0,26.0,0.82,0.028,0.0,6.6,0.0,0.03,0.037,1.437,0.108,0.0,0.73
13020,"BEEF,RTL CUTS,FAT,CKD",18.58,680.0,10.65,70.33,0.45,0.0,0.0,0.0,19.0,1.08,6.0,64.0,99.0,23.0,1.24,0.04,0.0,8.3,0.0,0.03,0.046,1.528,0.14,0.0,0.9
13023,"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",70.29,155.0,20.72,7.37,1.02,0.0,0.0,0.0,5.0,1.92,23.0,201.0,330.0,79.0,4.31,0.08,0.014,16.4,0.0,0.1,0.17,3.94,0.42,0.0,2.43
13047,"BEEF,GRASS-FED,GROUND,RAW",67.13,198.0,19.42,12.73,1.71,0.0,0.0,0.0,12.0,1.99,19.0,175.0,289.0,68.0,4.55,0.063,0.01,14.2,0.0,0.049,0.154,4.818,0.355,0.0,1.97
13055,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",53.39,280.0,28.97,17.37,0.93,0.0,0.0,0.0,17.0,2.4,19.0,180.0,237.0,49.0,6.92,0.09,0.01,28.1,0.0,0.063,0.158,4.175,0.285,0.0,1.92
13065,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",69.46,165.0,21.22,8.29,1.02,0.0,0.0,0.0,27.0,1.55,22.0,193.0,330.0,54.0,3.81,0.071,0.013,23.3,0.0,0.056,0.09,6.842,0.571,0.0,1.18
13066,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",54.95,263.0,26.98,16.44,2.04,0.0,0.0,0.0,6.0,3.33,23.0,256.0,337.0,70.0,5.77,0.119,0.018,30.4,0.0,0.14,0.18,4.42,0.35,0.0,3.3
13067,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",63.33,202.0,27.55,9.31,1.06,0.0,0.0,0.0,18.0,1.8,22.0,201.0,326.0,53.0,4.79,0.088,0.009,28.9,0.0,0.069,0.121,7.471,0.549,0.0,1.82
13068,"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW",68.72,149.0,21.72,6.29,0.99,0.0,0.0,0.0,28.0,1.62,23.0,204.0,340.0,57.0,4.12,0.072,0.014,25.4,0.0,0.06,0.106,7.353,0.596,0.0,1.18
13069,"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",57.27,237.0,28.02,13.0,2.14,0.0,0.0,0.0,6.0,3.47,24.0,267.0,351.0,72.0,6.05,0.124,0.019,30.8,0.0,0.14,0.19,4.6,0.36,0.0,3.41
13070,"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",64.06,194.0,27.82,8.32,1.07,0.0,0.0,0.0,15.0,1.84,23.0,211.0,338.0,56.0,5.11,0.086,0.01,31.2,0.0,0.074,0.142,8.208,0.579,0.0,1.74
13096,"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD",55.87,265.0,26.58,16.76,1.08,0.0,0.0,0.0,18.0,1.8,22.0,201.0,326.0,53.0,4.79,0.088,0.009,28.9,0.0,0.066,0.117,7.209,0.53,0.0,1.75
13098,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",61.3,205.0,28.88,9.01,1.17,0.0,0.0,0.0,16.0,1.98,25.0,227.0,363.0,60.0,5.49,0.092,0.011,33.6,0.0,0.077,0.148,8.521,0.601,0.0,1.8
13148,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",35.72,471.0,21.57,41.98,0.74,0.0,0.0,0.0,12.0,2.31,15.0,162.0,224.0,50.0,4.88,0.099,0.013,20.8,0.0,0.05,0.15,2.452,0.22,0.0,2.62
13150,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",50.15,295.0,30.76,18.13,0.98,0.0,0.0,0.0,11.0,3.36,22.0,235.0,313.0,58.0,7.8,0.107,0.018,22.1,0.0,0.065,0.202,3.208,0.28,0.0,3.46
13156,"BEEF,RND,FULL CUT,LN,1/4""FAT,CHOIC,CKD,BRLD",60.5,191.0,29.21,7.31,1.41,0.0,0.0,0.0,5.0,2.7,28.0,256.0,422.0,64.0,4.64,0.106,0.016,27.7,0.0,0.1,0.22,4.26,0.4,0.0,3.17
13165,"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",58.42,221.0,32.21,9.24,1.09,0.0,0.0,0.0,17.0,2.75,21.0,191.0,254.0,52.0,7.23,0.122,0.011,29.3,0.0,0.061,0.206,4.496,0.313,0.0,2.62
13166,"USDA CMDTY,BF,CND",61.19,246.0,20.52,17.57,1.07,0.0,0.0,0.0,10.0,2.23,16.0,140.0,227.0,187.0,4.87,0.03,0.037,9.1,0.0,0.024,0.168,4.33,0.168,0.0,1.66
13231,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,RAW",69.56,161.0,22.13,7.39,1.01,0.0,0.0,0.0,18.0,1.98,11.0,209.0,276.0,56.0,3.61,0.058,0.003,23.0,0.0,0.051,0.275,5.412,0.647,0.0,1.93
13232,"BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,CHOIC,CKD,GRILLED",60.31,221.0,27.65,11.36,1.02,0.0,0.0,0.0,19.0,3.16,23.0,224.0,290.0,67.0,4.65,0.072,0.004,29.0,0.0,0.11,0.263,6.225,0.734,0.0,2.14
13235,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW",69.97,160.0,22.1,7.27,1.0,0.0,0.0,0.0,21.0,1.65,11.0,196.0,263.0,35.0,3.86,0.061,0.003,22.5,0.0,0.051,0.225,5.765,0.634,0.0,1.79
13236,"BEEF,SHRT LN,T-BONE STK,BN-IN,LN,1/8"" FAT,CHOIC,CKD,GRILLD",60.6,217.0,27.48,11.05,1.02,0.0,0.0,0.0,19.0,3.57,20.0,210.0,280.0,68.0,4.69,0.079,0.004,30.4,0.0,0.057,0.27,6.292,0.758,0.0,1.89
13284,"BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW",71.33,149.0,21.17,6.57,0.93,0.0,0.0,0.0,10.0,1.94,20.0,157.0,297.0,52.0,5.28,0.076,0.012,16.5,0.0,0.076,0.166,3.624,0.302,0.0,2.51
13285,"BEEF,CHUCK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD",58.22,216.0,30.54,10.46,1.39,0.0,0.0,0.0,14.0,3.19,22.0,206.0,306.0,65.0,11.32,0.101,0.016,35.5,0.0,0.07,0.247,3.874,0.318,0.0,3.39
13293,"BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",71.41,140.0,21.13,6.07,1.08,0.31,0.0,0.0,12.0,2.34,22.0,202.0,369.0,81.0,7.79,0.078,0.013,25.7,0.0,0.08,0.191,4.332,0.426,0.0,3.11
13294,"BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",70.82,145.0,21.19,6.51,1.08,0.39,0.0,0.0,12.0,2.27,22.0,200.0,361.0,80.0,7.82,0.081,0.013,24.4,0.0,0.08,0.192,4.29,0.406,0.0,3.26
13317,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",53.91,295.0,23.05,21.83,0.9,0.0,0.0,0.0,11.0,2.42,19.0,174.0,305.0,77.0,4.84,0.077,0.022,21.5,0.0,0.03,0.176,5.305,0.435,0.0,2.65
13318,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",76.29,143.0,10.86,10.3,1.51,1.05,0.0,0.0,43.0,2.55,13.0,362.0,274.0,126.0,1.02,0.287,0.026,21.3,10.7,0.092,0.199,3.55,0.226,0.0,9.51
13320,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD",74.86,151.0,11.67,10.53,1.46,1.48,0.0,0.0,9.0,2.3,12.0,335.0,244.0,108.0,1.09,0.23,0.028,21.8,10.5,0.069,0.217,3.62,0.143,0.0,10.1
13321,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",77.11,112.0,17.72,3.94,1.1,0.14,0.0,0.0,7.0,4.31,21.0,212.0,287.0,98.0,1.7,0.396,0.035,21.8,2.0,0.238,0.906,7.53,0.279,0.0,8.55
13322,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",65.67,165.0,28.48,4.73,0.97,0.15,0.0,0.0,5.0,6.38,21.0,254.0,219.0,59.0,2.87,0.559,0.033,38.9,0.0,0.101,1.21,6.68,0.245,0.0,10.8
13323,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",77.89,99.0,17.4,3.09,1.33,0.29,0.0,0.0,13.0,4.6,17.0,257.0,262.0,182.0,1.92,0.426,0.142,141.0,9.4,0.357,2.84,8.03,0.665,0.0,27.5
13324,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",66.88,158.0,27.27,4.65,1.31,0.0,0.0,0.0,19.0,5.8,12.0,304.0,135.0,94.0,2.84,0.564,0.185,168.0,0.0,0.16,2.97,3.92,0.391,0.0,24.9
13325,"BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",70.81,135.0,20.36,3.63,1.31,3.89,0.0,0.0,5.0,4.9,18.0,387.0,313.0,69.0,4.0,9.755,0.31,39.7,1.3,0.189,2.755,13.175,1.083,0.0,59.3
13326,"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",58.81,191.0,29.08,5.26,1.74,5.13,0.0,0.0,6.0,6.54,21.0,497.0,352.0,79.0,5.3,14.283,0.356,36.1,1.9,0.194,3.425,17.525,1.017,0.0,70.58
13327,"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",62.01,175.0,26.52,4.68,1.63,5.16,0.0,0.0,6.0,6.17,22.0,485.0,351.0,77.0,5.23,14.588,0.356,32.8,0.7,0.177,3.425,17.475,1.027,0.0,83.13
13335,"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",4.0,854.0,1.5,94.0,0.1,0.0,0.0,0.0,2.0,0.17,1.0,15.0,16.0,7.0,0.22,0.007,0.001,0.2,0.0,0.007,0.013,0.259,0.03,0.0,0.27
13340,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",57.87,284.0,19.29,22.3,0.69,0.0,0.0,0.0,5.0,2.61,15.0,145.0,184.0,65.0,4.09,0.148,0.018,13.2,1.3,0.022,0.294,3.49,0.155,0.0,3.13
13341,"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",84.16,85.0,12.07,3.69,0.55,0.0,0.0,0.0,69.0,0.59,13.0,64.0,67.0,97.0,1.42,0.07,0.085,12.5,0.0,0.0,0.064,0.881,0.014,0.0,1.39
13342,"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",56.0,309.0,16.5,27.0,0.8,0.0,0.0,0.0,12.0,1.86,16.0,133.0,233.0,68.0,3.63,0.063,0.017,13.0,0.0,0.039,0.154,4.583,0.246,0.0,2.71
13345,"BEEF,CURED,BRKFST STRIPS,CKD",26.2,449.0,31.3,34.4,6.7,1.4,0.0,0.0,9.0,3.14,27.0,236.0,412.0,2253.0,6.37,0.116,0.017,26.8,0.0,0.09,0.26,6.47,0.31,0.0,3.45
13347,"BEEF,CURED,CORNED BF,BRISKET,CKD",59.79,251.0,18.17,18.98,2.6,0.47,0.0,0.0,8.0,1.86,12.0,125.0,145.0,973.0,4.58,0.154,0.022,32.8,0.0,0.026,0.17,3.03,0.23,0.0,1.63
13348,"BEEF,CURED,CORNED BF,CND",57.72,250.0,27.1,14.93,2.9,0.0,0.0,0.0,12.0,2.08,14.0,111.0,136.0,897.0,3.57,0.064,0.014,42.9,0.0,0.02,0.147,2.43,0.13,0.0,1.62
13349,"BEEF,CHK,UND BLADE POT RST OR STK,BNLESS,LN,0"" FAT,SEL, RAW",72.3,134.0,21.03,5.41,1.07,0.19,0.0,0.0,12.0,2.43,23.0,206.0,380.0,81.0,7.74,0.074,0.013,27.6,0.0,0.08,0.19,4.395,0.454,0.0,2.89
13350,"BEEF,CURED,DRIED",53.8,153.0,31.1,1.94,10.4,2.76,0.0,2.7,8.0,2.42,19.0,181.0,235.0,2790.0,4.93,0.074,0.017,32.4,0.0,0.065,0.163,5.164,0.386,0.0,1.59
13351,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",59.72,220.0,26.5,12.64,1.0,0.14,0.0,0.0,14.0,3.31,23.0,205.0,314.0,73.0,10.05,0.11,0.017,30.2,0.0,0.09,0.247,3.617,0.418,0.0,3.73
13352,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",58.83,228.0,26.49,13.42,0.99,0.28,0.0,0.0,12.0,3.32,23.0,207.0,318.0,73.0,9.85,0.111,0.017,32.3,0.0,0.09,0.243,3.6,0.399,0.0,3.5
13354,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, CKD",61.06,209.0,26.53,11.46,1.02,0.0,0.0,0.0,16.0,3.37,23.0,202.0,306.0,74.0,10.4,0.104,0.017,28.0,0.0,0.09,0.25,3.71,0.461,0.0,4.28
13355,"BEEF,CURED,PASTRAMI",69.53,147.0,21.8,5.82,3.4,0.36,0.0,0.1,10.0,2.22,17.0,175.0,210.0,1078.0,4.98,0.091,0.027,17.7,0.3,0.052,0.161,4.26,0.221,0.0,1.87
13356,"BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0"" FA, ALL GRD, RAW",69.19,170.0,19.42,9.99,0.91,0.49,0.0,0.0,11.0,2.42,20.0,181.0,321.0,77.0,7.58,0.077,0.014,21.7,0.0,0.08,0.197,3.287,0.405,0.0,3.1
13359,"BEEF,CHK,UND BLCNTR STK,BNLESS,DEN CUT,LN,0"" FA, CHOICE, RAW",68.24,178.0,19.23,10.96,0.91,0.67,0.0,0.0,12.0,2.4,20.0,180.0,317.0,76.0,7.47,0.076,0.014,22.0,0.0,0.08,0.2,3.347,0.407,0.0,2.95
13361,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",58.61,230.0,28.4,12.42,1.12,0.0,0.0,0.0,14.0,2.82,20.0,224.0,323.0,62.0,6.34,0.088,0.009,29.2,0.0,0.073,0.269,5.519,0.542,0.0,2.73
13362,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD",58.7,233.0,28.17,12.53,1.12,0.0,0.0,0.0,15.0,2.79,20.0,222.0,321.0,62.0,6.27,0.086,0.008,28.7,0.0,0.073,0.261,5.67,0.541,0.0,2.76
13363,"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD",61.79,203.0,28.61,9.18,1.16,0.0,0.0,0.0,15.0,2.69,19.0,231.0,333.0,62.0,6.0,0.085,0.008,28.7,0.0,0.08,0.268,5.794,0.566,0.0,2.63
13364,"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",61.02,203.0,29.9,8.37,1.16,0.0,0.0,0.0,14.0,2.98,21.0,237.0,339.0,64.0,6.91,0.094,0.016,31.3,0.0,0.077,0.286,5.787,0.564,0.0,2.86
13365,"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",60.93,206.0,29.51,8.87,1.16,0.0,0.0,0.0,14.0,2.98,21.0,235.0,338.0,63.0,6.85,0.092,0.014,30.7,0.0,0.077,0.282,5.947,0.565,0.0,2.96
13366,"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",62.48,188.0,29.88,7.12,1.18,0.0,0.0,0.0,14.0,2.88,20.0,237.0,346.0,64.0,6.83,0.095,0.016,33.1,0.0,0.08,0.298,5.918,0.571,0.0,3.0
13367,"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",51.54,291.0,26.79,19.52,0.95,0.0,0.0,0.0,7.0,2.53,21.0,216.0,259.0,65.0,5.96,0.108,0.015,23.3,0.0,0.07,0.2,3.37,0.27,0.0,2.45
13368,"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",57.71,218.0,29.75,10.08,1.04,0.0,0.0,0.0,6.0,2.81,23.0,241.0,285.0,70.0,6.89,0.119,0.017,24.5,0.0,0.07,0.22,3.71,0.29,0.0,2.6
13369,"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",58.9,213.0,32.9,8.01,1.03,0.0,0.0,0.0,19.0,2.76,21.0,200.0,264.0,54.0,7.61,0.114,0.011,30.9,0.0,0.067,0.195,4.667,0.322,0.0,2.43
13370,"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",59.55,205.0,33.26,6.99,1.04,0.0,0.0,0.0,16.0,2.82,22.0,205.0,267.0,54.0,8.0,0.115,0.012,34.0,0.0,0.067,0.208,4.84,0.318,0.0,2.42
13371,"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",46.05,358.0,23.53,28.5,0.84,0.0,0.0,0.0,8.0,2.34,18.0,187.0,233.0,68.0,5.83,0.097,0.014,21.9,0.0,0.06,0.19,3.04,0.24,0.0,2.33
13372,"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",55.7,244.0,28.05,13.8,0.98,0.0,0.0,0.0,6.0,2.79,22.0,226.0,273.0,77.0,7.39,0.115,0.017,23.5,0.0,0.07,0.23,3.57,0.28,0.0,2.58
13373,"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",51.9,297.0,28.94,19.17,0.9,0.0,0.0,0.0,16.0,2.42,19.0,174.0,231.0,47.0,6.66,0.099,0.01,27.0,0.0,0.059,0.171,4.105,0.283,0.0,2.13
13375,"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",53.44,283.0,29.23,17.56,0.91,0.0,0.0,0.0,17.0,2.38,19.0,178.0,235.0,48.0,6.87,0.09,0.01,27.9,0.0,0.063,0.159,4.213,0.288,0.0,1.93
13377,"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",58.83,212.0,33.36,7.67,1.0,0.0,0.0,0.0,14.0,2.89,22.0,202.0,262.0,54.0,7.79,0.123,0.012,33.0,0.0,0.067,0.222,5.039,0.33,0.0,2.59
13378,"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",61.2,195.0,33.37,5.8,1.01,0.0,0.0,0.0,17.0,2.77,22.0,207.0,270.0,55.0,8.09,0.108,0.012,37.9,0.0,0.071,0.205,4.829,0.309,0.0,2.25
13379,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",47.92,334.0,27.18,24.14,0.89,0.0,0.0,0.0,13.0,3.18,20.0,205.0,236.0,65.0,8.58,0.128,0.016,25.0,0.0,0.07,0.25,2.45,0.26,0.0,2.31
13381,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",53.39,288.0,27.17,19.02,1.33,0.0,0.0,0.0,14.0,2.67,20.0,171.0,261.0,64.0,9.28,0.092,0.012,31.7,0.0,0.066,0.211,3.465,0.292,0.0,2.88
13382,"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",54.8,253.0,31.06,13.3,0.99,0.0,0.0,0.0,13.0,3.68,23.0,235.0,263.0,71.0,10.27,0.148,0.018,26.7,0.0,0.08,0.28,2.67,0.29,0.0,2.47
13383,"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",57.85,231.0,30.45,11.14,1.27,0.0,0.0,0.0,14.0,3.2,22.0,207.0,307.0,63.0,11.21,0.096,0.016,34.8,0.0,0.07,0.248,3.96,0.32,0.0,3.5
13384,"BEEF,CHUCK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",58.79,216.0,30.68,9.44,1.58,0.0,0.0,0.0,14.0,3.18,22.0,204.0,306.0,67.0,11.49,0.108,0.016,36.5,0.0,0.07,0.245,3.745,0.315,0.0,3.22
13388,"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",57.9,238.0,27.53,13.4,1.08,0.0,0.0,0.0,8.0,2.82,25.0,209.0,357.0,73.0,7.46,0.105,0.016,22.8,0.0,0.09,0.22,4.45,0.26,0.0,2.61
13391,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",57.52,249.0,27.27,14.74,1.1,0.0,0.0,0.0,20.0,1.75,23.0,212.0,340.0,56.0,4.93,0.082,0.01,29.5,0.0,0.074,0.131,7.257,0.571,0.0,1.6
13394,"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",62.59,193.0,29.41,7.53,1.18,0.0,0.0,0.0,19.0,1.87,25.0,233.0,376.0,61.0,5.46,0.087,0.011,34.3,0.0,0.08,0.149,8.415,0.631,0.0,1.64
13398,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",57.33,223.0,33.56,8.86,1.0,0.0,0.0,0.0,8.0,2.72,22.0,208.0,271.0,44.0,5.6,0.08,0.012,34.2,0.0,0.077,0.179,5.866,0.441,0.0,1.87
13399,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",64.46,187.0,27.42,7.72,1.09,0.0,0.0,0.0,7.0,2.24,18.0,171.0,223.0,36.0,4.61,0.065,0.01,28.1,0.0,0.063,0.146,4.793,0.36,0.0,1.53
13401,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",56.74,230.0,32.73,10.0,1.01,0.0,0.0,0.0,7.0,2.71,21.0,199.0,264.0,42.0,5.41,0.071,0.011,34.5,0.0,0.068,0.184,5.918,0.43,0.0,1.97
13402,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",63.54,199.0,26.76,9.37,1.06,0.0,0.0,0.0,6.0,2.2,17.0,162.0,215.0,35.0,4.41,0.058,0.009,28.1,0.0,0.056,0.15,4.839,0.352,0.0,1.61
13404,"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD",57.92,217.0,34.39,7.72,0.99,0.0,0.0,0.0,9.0,2.74,22.0,216.0,279.0,45.0,5.78,0.088,0.012,33.8,0.0,0.087,0.173,5.802,0.452,0.0,1.76
13405,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",65.37,175.0,28.08,6.06,1.12,0.0,0.0,0.0,7.0,2.28,19.0,179.0,232.0,37.0,4.81,0.073,0.01,28.1,0.0,0.071,0.141,4.738,0.369,0.0,1.44
